"Class","SubClass","Category","Day1","Day19"
"PL","PC","MX_MX","   1.18234 ±  0.15646 (1.18655)","   3.24453 ±  0.18910*** (1.26548)"
"PL","PC","MX_L1","   0.00000 ±  0.00000*** (-0.02277)","   0.00000 ±  0.00000*** (-0.0331)"
"PL","PC","MX_LX","   0.00000 ±  0.00000*** (-0.03859)","   0.00000 ±  0.00000*** (-0.0523)"
"PL","PC","L1_L1","   0.00000 ±  0.00000*** (-2e-05)","   0.00000 ±  0.00000*** (-0.00049)"
"PL","PC","L1_LX","   0.00000 ±  0.00000*** (-7e-05)","   0.00000 ±  0.00000*** (-0.00154)"
"PL","PC","LX_LX","   0.00000 ±  0.00000*** (-6e-05)","   0.00000 ±  0.00000*** (-0.00121)"
"PL","PE","S0_S0","-","   0.00000 ±  0.00000*** (-1e-05)"
"PL","PE","S0_SX","-","   0.00000 ±  0.00000*** (-2e-05)"
"PL","PE","S0_M0","-","   0.00000 ±  0.00000*** (-0.02368)"
"PL","PE","S0_M1","-","   0.00000 ±  0.00000*** (-0.02932)"
"PL","PE","S0_MX","-","   0.00000 ±  0.00000*** (-0.02027)"
"PL","PE","S0_L0","-","   0.00000 ±  0.00000*** (-0.00016)"
"PL","PE","S0_L1","-","  30.62047 ± 21.06087 (0.0735)"
"PL","PE","S0_LX","-","   0.00000 ±  0.00000*** (-1e-05)"
"PL","PE","SX_SX","   0.00000 ±  0.00000*** (-5e-05)","   0.00000 ±  0.00000*** (-1e-05)"
"PL","PE","SX_M0","   3.13956 ±  0.15896*** (0.09789)","   3.20861 ±  0.14250*** (0.0429)"
"PL","PE","SX_M1","   0.00000 ±  0.00000*** (-0.05137)","   0.00000 ±  0.00000*** (-0.02405)"
"PL","PE","SX_MX","   0.00000 ±  0.00000*** (-0.0459)","   0.00000 ±  0.00000*** (-0.01663)"
"PL","PE","SX_L0","   0.00000 ±  0.00000*** (-0.00051)","   0.00000 ±  0.00000*** (-0.00013)"
"PL","PE","SX_L1","-","   0.00000 ±  0.00000*** (-0.00204)"
"PL","PE","SX_LX","-","   0.00000 ±  0.00000*** (-1e-05)"
"PL","PE","M0_M0","   0.05989 ±  0.00438*** (-9.53772)","   0.04036 ±  0.00189*** (-9.32128)"
"PL","PE","M0_M1","   1.45774 ±  0.02849*** (10.42849)","   0.99571 ±  0.03298 (-0.10311)"
"PL","PE","M0_MX","   1.43116 ±  0.02380*** (8.77696)","   2.25566 ±  0.06027*** (20.88441)"
"PL","PE","M0_L0","   0.00000 ±  0.00000*** (-0.2279)","   0.00000 ±  0.00000*** (-0.13491)"
"PL","PE","M0_L1","-","   0.00000 ±  0.00000*** (-2.03564)"
"PL","PE","M0_LX","-","   2.37327 ±  1.66384 (0.01258)"
"PL","PE","M1_M1","   0.87770 ±  0.03644** (-1.56429)","   1.29087 ±  0.03194*** (4.33043)"
"PL","PE","M1_MX","   0.67657 ±  0.03337*** (-7.39251)","   0.38851 ±  0.03311*** (-12.59123)"
"PL","PE","M1_L0","   1.56259 ±  0.06145*** (0.14397)","   1.97453 ±  0.13103*** (0.16277)"
"PL","PE","M1_L1","-","   2.56155 ±  0.75246 (3.93541)"
"PL","PE","M1_LX","-","   0.00000 ±  0.00000*** (-0.01134)"
"PL","PE","MX_MX","   0.93020 ±  0.06969 (-0.71278)","   0.54347 ±  0.03160*** (-3.25042)"
"PL","PE","MX_L0","   1.38056 ±  0.11447** (0.08701)","   0.89245 ±  0.14324 (-0.01243)"
"PL","PE","MX_L1","-","   0.00000 ±  0.00000*** (-1.74283)"
"PL","PE","MX_LX","-","   0.97568 ±  0.39048 (-0.00019)"
"PL","PE","L0_L0","   0.00000 ±  0.00000*** (-0.00128)","   0.00000 ±  0.00000*** (-0.00047)"
"PL","PE","L0_L1","-","   0.00000 ±  0.00000*** (-0.01414)"
"PL","PE","L0_LX","-","   0.00000 ±  0.00000*** (-6e-05)"
"PL","PE","L1_L1","-","   0.00000 ±  0.00000*** (-0.10665)"
"PL","PE","L1_LX","-","   0.00000 ±  0.00000*** (-0.00096)"
"PL","PE","LX_LX","-","   0.00000 ±  0.00000*** (0)"
"PL","PG","SX_SX","   0.00000 ±  0.00000*** (-1.05563)","   0.00000 ±  0.00000*** (-0.89723)"
"PL","PG","SX_M0","   0.00000 ±  0.00000*** (-6.45117)","   0.00000 ±  0.00000*** (-6.01944)"
"PL","PG","SX_M1","   0.00000 ±  0.00000*** (-2.95901)","   0.00000 ±  0.00000*** (-4.89579)"
"PL","PG","SX_MX","   0.00000 ±  0.00000*** (-6.91606)","   0.00000 ±  0.00000*** (-4.44029)"
"PL","PG","SX_LX","   9.73295 ±  0.86605*** (18.4375)","  10.55719 ±  0.74180*** (17.14997)"
"PL","PG","M0_M0","   0.00000 ±  0.00000*** (-9.85612)","   0.00000 ±  0.00000*** (-10.09599)"
"PL","PG","M0_M1","   1.50640 ±  0.11932*** (4.57865)","   1.81370 ±  0.05459*** (13.36311)"
"PL","PG","M0_MX","   2.32666 ±  0.07497*** (28.03593)","   2.26674 ±  0.08359*** (18.86776)"
"PL","PG","M0_LX","   0.00000 ±  0.00000*** (-6.45117)","   0.00000 ±  0.00000*** (-6.01944)"
"PL","PG","M1_M1","   0.26952 ±  0.04212*** (-1.51473)","   0.84019 ±  0.07065 (-1.06727)"
"PL","PG","M1_MX","   1.45071 ±  0.08148*** (4.36881)","   0.88138 ±  0.07281 (-1.43699)"
"PL","PG","M1_LX","   0.00000 ±  0.00000*** (-2.95901)","   0.00000 ±  0.00000*** (-4.89579)"
"PL","PG","MX_MX","   0.18022 ±  0.02885*** (-9.28631)","   0.22181 ±  0.03807*** (-4.27509)"
"PL","PG","MX_LX","   0.00000 ±  0.00000*** (-6.91606)","   0.00000 ±  0.00000*** (-4.44029)"
"PL","PG","LX_LX","   0.00000 ±  0.00000*** (-1.05563)","   0.00000 ±  0.00000*** (-0.89723)"
"PL","PI","M0_M0","   0.00000 ±  0.00000*** (-9.42136)","   0.00000 ±  0.00000*** (-12.3215)"
"PL","PI","M0_M1","   1.10747 ±  0.07262 (1.69616)","   1.43260 ±  0.04013*** (9.24911)"
"PL","PI","M0_MX","   1.64067 ±  0.05456*** (17.14657)","   1.63661 ±  0.06156*** (15.39389)"
"PL","PI","M1_M1","   0.17905 ±  0.01803*** (-5.42596)","   0.67257 ±  0.02693*** (-3.03677)"
"PL","PI","M1_MX","   1.40844 ±  0.09265*** (9.15577)","   0.84863 ±  0.07598 (-3.17556)"
"PL","PI","MX_MX","   0.30809 ±  0.02278*** (-13.15117)","   0.48506 ±  0.03953*** (-6.10917)"
"PL","PS","S1_S1","-","-"
"PL","PS","S1_M0","-","-"
"PL","PS","S1_M1","-","-"
"PL","PS","S1_MX","-","-"
"PL","PS","S1_L0","-","-"
"PL","PS","S1_L1","-","-"
"PL","PS","S1_LX","-","-"
"PL","PS","M0_M0","   0.00000 ±  0.00000*** (-1.86838)","   0.00000 ±  0.00000*** (-1.00703)"
"PL","PS","M0_M1","   1.84737 ±  0.06467*** (11.70595)","   1.65572 ±  0.10097*** (7.41227)"
"PL","PS","M0_MX","   0.18668 ±  0.08754*** (-7.91792)","   0.30237 ±  0.14794*** (-3.12353)"
"PL","PS","M0_L0","-","   0.00000 ±  0.00000*** (-1.86496)"
"PL","PS","M0_L1","   0.00000 ±  0.00000*** (-0.05126)","   0.00000 ±  0.00000*** (-0.04063)"
"PL","PS","M0_LX","-","   0.00000 ±  0.00000*** (-0.3691)"
"PL","PS","M1_M1","   0.78891 ±  0.12725 (-5.39032)","   0.85243 ±  0.13472 (-4.68143)"
"PL","PS","M1_MX","   0.96914 ±  0.06097 (-1.11081)","   0.70730 ±  0.05358*** (-7.35529)"
"PL","PS","M1_L0","-","   1.77548 ±  0.52956 (8.11716)"
"PL","PS","M1_L1","   1.97893 ±  1.52369 (0.1855)","   1.77548 ±  1.77548 (0.17686)"
"PL","PS","M1_LX","-","   1.48844 ±  0.45092 (1.01185)"
"PL","PS","MX_MX","   1.36124 ±  0.06338*** (4.58114)","   2.50109 ±  0.15448*** (7.47046)"
"PL","PS","MX_L0","-","   0.00000 ±  0.00000*** (-4.1459)"
"PL","PS","MX_L1","   0.00000 ±  0.00000*** (-0.13354)","   0.00000 ±  0.00000*** (-0.09033)"
"PL","PS","MX_LX","-","   0.72471 ±  0.23698 (-0.22588)"
"PL","PS","L0_L0","-","   0.00000 ±  0.00000*** (-0.86345)"
"PL","PS","L0_L1","-","   0.00000 ±  0.00000*** (-0.03763)"
"PL","PS","L0_LX","-","   0.00000 ±  0.00000*** (-0.34178)"
"PL","PS","L1_L1","   0.00000 ±  0.00000*** (-0.00035)","   0.00000 ±  0.00000*** (-0.00041)"
"PL","PS","L1_LX","-","   0.00000 ±  0.00000*** (-0.00745)"
"PL","PS","LX_LX","-","   0.00000 ±  0.00000*** (-0.03382)"
"ELNL","TG e","S1_S1_S1","   0.00000 ±  0.00000*** (-0.02068)","-"
"ELNL","TG e","S1_S1_SX","   0.00000 ±  0.00000*** (-0.06205)","-"
"ELNL","TG e","S1_S1_M0","   0.00000 ±  0.00000*** (-0.1596)","-"
"ELNL","TG e","S1_S1_M1","   0.00000 ±  0.00000*** (-0.42316)","-"
"ELNL","TG e","S1_S1_MX","   0.00000 ±  0.00000*** (-0.09266)","-"
"ELNL","TG e","S1_S1_L0","   0.00000 ±  0.00000*** (-0.24974)","-"
"ELNL","TG e","S1_SX_SX","   0.00000 ±  0.00000*** (-0.06205)","-"
"ELNL","TG e","S1_SX_M0","   0.00000 ±  0.00000*** (-0.31919)","-"
"ELNL","TG e","S1_SX_M1","   0.00000 ±  0.00000*** (-0.84632)","-"
"ELNL","TG e","S1_SX_MX","  95.74003 ± 38.44538 (17.55673)","-"
"ELNL","TG e","S1_SX_L0","   0.00000 ±  0.00000*** (-0.49949)","-"
"ELNL","TG e","S1_M0_M0","   0.00000 ±  0.00000*** (-0.41047)","-"
"ELNL","TG e","S1_M0_M1","   0.00000 ±  0.00000*** (-2.17666)","-"
"ELNL","TG e","S1_M0_MX","   0.00000 ±  0.00000*** (-0.47661)","-"
"ELNL","TG e","S1_M0_L0","   0.00000 ±  0.00000*** (-1.28463)","-"
"ELNL","TG e","S1_M1_M1","   0.00000 ±  0.00000*** (-2.88565)","-"
"ELNL","TG e","S1_M1_MX","   0.00000 ±  0.00000*** (-1.26371)","-"
"ELNL","TG e","S1_M1_L0","   0.00000 ±  0.00000*** (-3.40614)","-"
"ELNL","TG e","S1_MX_MX","   0.00000 ±  0.00000*** (-0.13835)","-"
"ELNL","TG e","S1_MX_L0","   0.00000 ±  0.00000*** (-0.74582)","-"
"ELNL","TG e","S1_L0_L0","   0.00000 ±  0.00000*** (-1.00513)","-"
"ELNL","TG e","SX_SX_SX","   0.00000 ±  0.00000*** (-0.02068)","-"
"ELNL","TG e","SX_SX_M0","   0.00000 ±  0.00000*** (-0.1596)","-"
"ELNL","TG e","SX_SX_M1","   0.00000 ±  0.00000*** (-0.42316)","-"
"ELNL","TG e","SX_SX_MX","   0.00000 ±  0.00000*** (-0.09266)","-"
"ELNL","TG e","SX_SX_L0","   0.00000 ±  0.00000*** (-0.24974)","-"
"ELNL","TG e","SX_M0_M0","   0.00000 ±  0.00000*** (-0.41047)","-"
"ELNL","TG e","SX_M0_M1","   0.00000 ±  0.00000*** (-2.17666)","-"
"ELNL","TG e","SX_M0_MX","   0.00000 ±  0.00000*** (-0.47661)","-"
"ELNL","TG e","SX_M0_L0","   0.00000 ±  0.00000*** (-1.28463)","-"
"ELNL","TG e","SX_M1_M1","   0.00000 ±  0.00000*** (-2.88565)","-"
"ELNL","TG e","SX_M1_MX","   0.00000 ±  0.00000*** (-1.26371)","-"
"ELNL","TG e","SX_M1_L0","   0.00000 ±  0.00000*** (-3.40614)","-"
"ELNL","TG e","SX_MX_MX","   0.00000 ±  0.00000*** (-0.13835)","-"
"ELNL","TG e","SX_MX_L0","   0.00000 ±  0.00000*** (-0.74582)","-"
"ELNL","TG e","SX_L0_L0","   0.00000 ±  0.00000*** (-1.00513)","-"
"ELNL","TG e","M0_M0_M0","   0.00000 ±  0.00000*** (-0.35189)","   0.00000 ±  0.00000*** (-2.54029)"
"ELNL","TG e","M0_M0_M1","   2.63740 ±  2.37719 (4.58322)","   1.20300 ±  0.72977 (2.14638)"
"ELNL","TG e","M0_M0_MX","   0.00000 ±  0.00000*** (-0.6129)","   0.00000 ±  0.00000*** (-2.03996)"
"ELNL","TG e","M0_M0_L0","   0.00000 ±  0.00000*** (-1.65198)","   0.00000 ±  0.00000*** (-5.69059)"
"ELNL","TG e","M0_M1_M1","   0.46760 ±  0.46760 (-3.95124)","   1.46082 ±  0.77582 (6.75971)"
"ELNL","TG e","M0_M1_MX","   0.00000 ±  0.00000*** (-3.25015)","   0.00000 ±  0.00000*** (-5.66042)"
"ELNL","TG e","M0_M1_L0","   2.12846 ±  0.66701 (9.88558)","   1.12192 ±  0.60936 (1.92513)"
"ELNL","TG e","M0_MX_MX","   0.00000 ±  0.00000*** (-0.35583)","   0.00000 ±  0.00000*** (-0.54606)"
"ELNL","TG e","M0_MX_L0","   4.56159 ±  2.70965 (6.83181)","   7.74869 ±  3.46404 (20.56008)"
"ELNL","TG e","M0_L0_L0","   0.00000 ±  0.00000*** (-2.58509)","   0.00000 ±  0.00000*** (-4.24924)"
"ELNL","TG e","M1_M1_M1","   0.00000 ±  0.00000*** (-6.55935)","   0.00000 ±  0.00000*** (-6.78377)"
"ELNL","TG e","M1_M1_MX","   0.00000 ±  0.00000*** (-4.3088)","   0.00000 ±  0.00000*** (-3.92658)"
"ELNL","TG e","M1_M1_L0","   3.78944 ±  0.66492*** (32.39573)","   2.23950 ±  0.88689 (13.57679)"
"ELNL","TG e","M1_MX_MX","   0.00000 ±  0.00000*** (-0.94347)","   0.00000 ±  0.00000*** (-0.75759)"
"ELNL","TG e","M1_MX_L0","   0.00000 ±  0.00000*** (-5.08598)","   0.00000 ±  0.00000*** (-4.2267)"
"ELNL","TG e","M1_L0_L0","   0.00000 ±  0.00000*** (-6.85424)","   0.00000 ±  0.00000*** (-5.89532)"
"ELNL","TG e","MX_MX_MX","   0.00000 ±  0.00000*** (-0.06886)","   0.00000 ±  0.00000*** (-0.04872)"
"ELNL","TG e","MX_MX_L0","   0.00000 ±  0.00000*** (-0.55682)","   0.00000 ±  0.00000*** (-0.40775)"
"ELNL","TG e","MX_L0_L0","   0.00000 ±  0.00000*** (-1.50084)","   0.00000 ±  0.00000*** (-1.13744)"
"ELNL","TG e","L0_L0_L0","   0.00000 ±  0.00000*** (-1.34843)","   0.00000 ±  0.00000*** (-1.05765)"
"ELPL","PC e","S1_S1","   0.00000 ±  0.00000*** (-25)","   0.00000 ±  0.00000*** (-25)"
"ELPL","PC e","S1_L0","   2.00000 ±  0.00000*** (50)","   2.00000 ±  0.00000*** (50)"
"ELPL","PC e","L0_L0","   0.00000 ±  0.00000*** (-25)","   0.00000 ±  0.00000*** (-25)"
"ELPL","PE e","S0_S0","   0.00000 ±  0.00000*** (-6.17561)","   0.00000 ±  0.00000*** (-3.27389)"
"ELPL","PE e","S0_M0","   0.00000 ±  0.00000*** (-1.9496)","   0.00000 ±  0.00000*** (-0.53292)"
"ELPL","PE e","S0_M1","   0.00000 ±  0.00000*** (-4.52263)","   0.00000 ±  0.00000*** (-9.82887)"
"ELPL","PE e","S0_MX","   0.00000 ±  0.00000*** (-7.61904)","   0.00000 ±  0.00000*** (-5.43728)"
"ELPL","PE e","S0_L0","   0.00000 ±  0.00000*** (-8.98669)","   0.00000 ±  0.00000*** (-7.29315)"
"ELPL","PE e","S0_L1","-","-"
"ELPL","PE e","S0_LX","   3.48236 ±  0.07938*** (35.42919)","   5.52673 ±  0.20712*** (29.63999)"
"ELPL","PE e","M0_M0","   0.00000 ±  0.00000*** (-0.15387)","   0.00000 ±  0.00000*** (-0.02169)"
"ELPL","PE e","M0_M1","   0.00000 ±  0.00000*** (-0.71388)","   0.00000 ±  0.00000*** (-0.79997)"
"ELPL","PE e","M0_MX","   0.09522 ±  0.03249*** (-1.08812)","   6.65549 ±  1.62772** (2.50276)"
"ELPL","PE e","M0_L0","   0.00000 ±  0.00000*** (-1.41852)","   0.00000 ±  0.00000*** (-0.59359)"
"ELPL","PE e","M0_L1","-","-"
"ELPL","PE e","M0_LX","   3.43153 ±  0.29887*** (5.47788)","   0.00000 ±  0.00000*** (-0.53292)"
"ELPL","PE e","M1_M1","   7.59715 ±  0.42485*** (5.46258)","   2.78697 ±  0.09574*** (13.18259)"
"ELPL","PE e","M1_MX","   0.00000 ±  0.00000*** (-2.78985)","   0.00000 ±  0.00000*** (-8.16191)"
"ELPL","PE e","M1_L0","   1.70725 ±  0.07526*** (2.32729)","   1.20593 ±  0.03244*** (2.25444)"
"ELPL","PE e","M1_L1","-","-"
"ELPL","PE e","M1_LX","   0.00000 ±  0.00000*** (-5.22609)","   0.00000 ±  0.00000*** (-9.82887)"
"ELPL","PE e","MX_MX","   0.00000 ±  0.00000*** (-2.34996)","   0.00000 ±  0.00000*** (-2.25756)"
"ELPL","PE e","MX_L0","   5.50992 ±  0.13266*** (25.00108)","   4.47556 ±  0.17716*** (21.04883)"
"ELPL","PE e","MX_L1","-","-"
"ELPL","PE e","MX_LX","   0.00000 ±  0.00000*** (-8.80413)","   0.00000 ±  0.00000*** (-5.43728)"
"ELPL","PE e","L0_L0","   0.00000 ±  0.00000*** (-3.26933)","   0.00000 ±  0.00000*** (-4.06169)"
"ELPL","PE e","L0_L1","-","-"
"ELPL","PE e","L0_LX","   0.00000 ±  0.00000*** (-10.3845)","   0.00000 ±  0.00000*** (-7.29315)"
"ELPL","PE e","L1_L1","-","-"
"ELPL","PE e","L1_LX","-","-"
"ELPL","PE e","LX_LX","   0.00000 ±  0.00000*** (-8.24617)","   0.00000 ±  0.00000*** (-3.27389)"
"ELPL","PE p","S0_S0","   0.00000 ±  0.00000*** (-14.18666)","   0.00000 ±  0.00000*** (-17.08041)"
"ELPL","PE p","S0_M0","   0.00000 ±  0.00000*** (-9.29186)","   0.00000 ±  0.00000*** (-7.16763)"
"ELPL","PE p","S0_M1","   0.00000 ±  0.00000*** (-4.84896)","   0.00000 ±  0.00000*** (-5.72979)"
"ELPL","PE p","S0_MX","   0.00000 ±  0.00000*** (-4.4429)","   0.00000 ±  0.00000*** (-1.43784)"
"ELPL","PE p","S0_L0","   2.65497 ±  0.06801*** (18.74039)","   2.41964 ±  0.03554*** (26.51359)"
"ELPL","PE p","S0_LX","   2.65497 ±  0.05570*** (28.21666)","   2.41964 ±  0.05551*** (21.9825)"
"ELPL","PE p","M0_M0","   0.00000 ±  0.00000*** (-1.52148)","   0.00000 ±  0.00000*** (-0.75196)"
"ELPL","PE p","M0_M1","   8.10713 ±  0.17086*** (11.28588)","  11.53197 ±  0.30630*** (12.6618)"
"ELPL","PE p","M0_MX","   8.10713 ±  0.54590*** (10.34079)","  11.53197 ±  0.35208*** (3.17736)"
"ELPL","PE p","M0_L0","   0.00000 ±  0.00000*** (-3.70835)","   0.00000 ±  0.00000*** (-3.91866)"
"ELPL","PE p","M0_LX","   0.00000 ±  0.00000*** (-5.58351)","   0.00000 ±  0.00000*** (-3.24897)"
"ELPL","PE p","M1_M1","   0.00000 ±  0.00000*** (-0.41434)","   0.00000 ±  0.00000*** (-0.48053)"
"ELPL","PE p","M1_MX","   0.00000 ±  0.00000*** (-0.75929)","   0.00000 ±  0.00000*** (-0.24117)"
"ELPL","PE p","M1_L0","   0.00000 ±  0.00000*** (-1.9352)","   0.00000 ±  0.00000*** (-3.13257)"
"ELPL","PE p","M1_LX","   0.00000 ±  0.00000*** (-2.91376)","   0.00000 ±  0.00000*** (-2.59722)"
"ELPL","PE p","MX_MX","   0.00000 ±  0.00000*** (-0.34785)","   0.00000 ±  0.00000*** (-0.03026)"
"ELPL","PE p","MX_L0","   0.00000 ±  0.00000*** (-1.77315)","   0.00000 ±  0.00000*** (-0.78609)"
"ELPL","PE p","MX_LX","   0.00000 ±  0.00000*** (-2.66976)","   0.00000 ±  0.00000*** (-0.65175)"
"ELPL","PE p","L0_L0","   0.00000 ±  0.00000*** (-2.25962)","   0.00000 ±  0.00000*** (-5.10531)"
"ELPL","PE p","L0_LX","   0.00000 ±  0.00000*** (-6.80445)","   0.00000 ±  0.00000*** (-8.46565)"
"ELPL","PE p","LX_LX","   0.00000 ±  0.00000*** (-5.12259)","   0.00000 ±  0.00000*** (-3.50945)"
